epoch,train_loss,train_accuracy,val_loss,val_accuracy
0,1.2767069006171468,0.0878,1.1977,0.0928
1,0.9863573930800181,0.1832752399326467,1.0195918412044132,0.1751652949177665
2,0.9494543476591544,0.19281155592797283,1.011821451885947,0.17892709739834542
3,0.9323942398086539,0.19744407435600056,1.0154468979814957,0.17897332031780339
4,0.9216877411212429,0.20024807532312253,1.0175285336786304,0.17934742009000385
5,0.9160586921051419,0.2006275699765797,1.0221992803031001,0.17814161645683585
6,0.9100077438178538,0.20130028489459956,1.0227960733504131,0.1776836415126895
7,0.9036195391805116,0.20232082655743402,1.019710273064416,0.1782527952293784
8,0.8961492042993121,0.20408905653388623,1.0192751573591396,0.17824118036188683
9,0.8884993510052727,0.20615212302605848,1.0254221250270974,0.17962814447462044
10,0.8721129478563682,0.21598153027032146,1.0324239098820194,0.1826656614719327
11,0.8572313399185847,0.2256262103940852,1.0349034782627533,0.1843512274800591
12,0.8471074571688677,0.2310472749181105,1.0400125749152282,0.18498378992331582
13,0.8354440369215985,0.23712422611690276,1.0411879091427243,0.18716707136903504
14,0.8239210636560034,0.24335230407456845,1.0420423568836574,0.18569024334462075
15,0.8162537319047278,0.2480007125682742,1.042346184880569,0.1852164266387153
16,0.8108471234639486,0.2508269380625127,1.0392828984507199,0.18818584442400105
17,0.8022717069949025,0.2548646277572284,1.0366705614944984,0.189264090691832
18,0.7980151183784081,0.2564091633641224,1.0374655977919185,0.18696335467860803
19,0.790848894166184,0.2598687873611144,1.0368087515234947,0.18892396591274582
20,0.790602574745814,0.26030593379867745,1.011232027848219,0.20095524079957175
21,0.7843315922466151,0.26240483032655193,1.0087874870875786,0.19820389836397603
22,0.784708910615975,0.26148461817128615,1.0088955930851657,0.19581549090849124
23,0.7770360100459935,0.2655511202451495,1.0211470589555542,0.1971650015079047
24,0.7701520869579409,0.26946225146772906,1.0123754724346359,0.1952920070723629
25,0.7715590933078916,0.268679887566151,1.0042833642199123,0.1989494235647036
26,0.7741097014621908,0.2666919623589313,1.0157883484558812,0.19296884449941304
27,0.7680420534270569,0.27017715831577815,1.013427707912593,0.2007699911223583
28,0.7640108332349512,0.27203758648965565,1.0062679997805892,0.20302317855560525
29,0.7609052460498622,0.27353126972972164,1.019610122745407,0.19667131213871722
