epoch,train_loss,train_accuracy,val_loss,val_accuracy
0,1.220218482859167,0.08606012517316203,1.2823423627635528,0.051673248072896465
1,0.9624365667868657,0.18759776719397486,1.0254785880960267,0.17445502825503825
2,0.9272201893367744,0.19738792471401972,1.0204828425214207,0.1812971061424064
3,0.9100070324477821,0.20160768355168465,1.0217467762272934,0.18305188249866566
4,0.9001861031351641,0.20346069177534176,1.0222733025920803,0.1824379871911866
5,0.886256909824972,0.2097853856702289,1.0202585728517894,0.18690395006265606
6,0.8654996439319695,0.2238002016688017,1.0168506939863335,0.19087183896044735
7,0.8490710446168869,0.23317957501816589,1.0188832028672612,0.19096693652079857
8,0.8387305959417665,0.23902277099089086,1.0209977339053977,0.19374768743916226
9,0.827455343722124,0.245264807724344,1.0159138921519806,0.19444727912823195
10,0.8163913569033953,0.25103659169075276,1.0251078030158733,0.19420612598696607
11,0.8099350517233066,0.25322620025147624,1.0394926279269416,0.18890417786634975
12,0.8016056578977522,0.2573354344522438,1.044575457172147,0.1933881084849747
13,0.8016438781848546,0.2571322973529144,1.0256312975081905,0.19013662867875436
14,0.7956886340991157,0.25904212666839116,1.037626375925952,0.19119493007640592
15,0.7889406727248892,0.2626555620297503,1.014878089057988,0.20162029285237903
16,0.7803287408961874,0.26653443929082726,1.03181308456536,0.19433474244478616
17,0.7737959244667677,0.2695249805702607,1.0168212266831562,0.2017583382568836
18,0.773538949781385,0.2689867407930816,1.0090053885661323,0.20144642848310532
19,0.7702274035117136,0.27045977190925186,1.0169463576427822,0.20346196408856235
20,0.7640650830658893,0.2735080896818903,1.0830173434625412,0.19417533176739857
21,0.7599747739961373,0.2749097188944484,1.048417754471302,0.191355523041803
22,0.7581688012070908,0.2762753406037241,1.0374074528186485,0.20068986491020072
23,0.7604397983641935,0.27418994160247967,1.0284491890463336,0.20081044938602832
24,0.7552167835930617,0.2768462203162716,1.0286633645922973,0.21067758304500253
25,0.7527981257526637,0.27832752399810684,1.0091879297176312,0.21152435913850712
26,0.7500038521242904,0.2797176759769303,1.0384946000473252,0.21005135393518465
27,0.7505043375169512,0.2789909308475019,1.065344981592277,0.20676324071763671
28,0.7496454411107236,0.27953737632187914,1.0166989027939994,0.21053582271600857
29,0.7471477443588322,0.2808078465131358,1.007756527770182,0.21161758797546193
