epoch,train_loss,train_accuracy,val_loss,val_accuracy
0,1.2719717895266167,0.07279152060622267,1.3171298899527253,0.04416194062567009
1,0.9817036748079063,0.18798003758178958,1.0659450744760448,0.1523753107624794
2,0.9443695031262265,0.19639487395009775,1.0257708890170887,0.17273586668877747
3,0.9270270973407327,0.20068147993077964,1.0156530886888504,0.17828604694054304
4,0.9153441519901468,0.2031661091647555,1.0216368791358224,0.17634434196681217
5,0.906967764850912,0.2046925475981534,1.0221243703673626,0.17707430318421694
6,0.9007385181031691,0.20545636804189712,1.0216419591472066,0.17731168838424216
7,0.8937753636165445,0.20684042158778296,1.0213859479488998,0.1788345536167918
8,0.8877745577916595,0.20752898129802372,1.0342209870959151,0.1790138866625935
9,0.8802059308189307,0.2099769661009905,1.0429810501378158,0.17775820593443972
10,0.863670110592543,0.22215970504869323,1.0505300446830947,0.17874053254189645
11,0.8486705287136275,0.2318156576296285,1.048393586329345,0.1825097011649569
12,0.8375867931092064,0.23915768758231917,1.0350103766239922,0.1858391445440279
13,0.8286058294597147,0.24449937670474686,1.045090302824974,0.18179135327010232
14,0.8208923678189919,0.249052880869185,1.0316854224636638,0.18672713313252376
15,0.8170433371049451,0.2504739682416364,1.025490988945139,0.18814521267505951
16,0.8161245108310586,0.250229639754806,1.0278702478470474,0.1926369781352401
17,0.8110560482645094,0.2522716365265531,1.001025785916838,0.19496057516096635
18,0.8086928442248852,0.2529582539152573,1.0044026254066105,0.19999518797694377
19,0.7974151123273856,0.25877005297785927,1.0019945540818676,0.1975352385760712
20,0.7970176351979503,0.25894743223051314,1.0145532707202023,0.19855968792834855
21,0.7945992535697285,0.2596454214456863,0.9993354893963913,0.19503059318732743
22,0.7904488172331713,0.26096364079588974,1.0312057168319309,0.1878030202847342
23,0.7859071946232081,0.26257672438460006,0.9957145709415962,0.20328092836085676
24,0.7819483742796041,0.2642483517927373,0.9878710220599997,0.20734292345470498
25,0.778092739253613,0.2655758406883636,1.0070720993239304,0.1945770096026222
26,0.773792102841287,0.2679412117891286,0.9535999939102551,0.2200949011379368
27,0.7729332935326214,0.2681684918567191,0.946354150900553,0.22599527102108274
28,0.769813802739351,0.26949909445796577,0.9656599819146353,0.21850491135385178
29,0.773372670784501,0.26805565688980976,0.9625930467556263,0.21579018228368144
